,NPPES Provider ZIP Code,NPPES Provider State,total_claims,opioid_claims,extended_release_opioid_claims,zipcode,county
1549,8873,NJ,347401,23279,714,08873,['Somerset County']
1550,27705,NC,396974,34386,2804,27705,['Durham County']
1551,95988,CA,72128,7392,293,95988,['Glenn County']
1552,92660,CA,375930,37845,1521,92660,['Orange County']
1553,33710,FL,629119,41772,655,33710,['Pinellas County']
1554,23868,VA,106773,3831,0,23868,['Brunswick County']
1555,62526,IL,683075,42962,634,62526,['Macon County']
1556,97128,OR,442250,29981,1277,97128,['Yamhill County']
1557,89502,NV,889920,84506,2438,89502,['Washoe County']
1558,2896,RI,103132,6729,172,02896,['Providence County']
1559,33407,FL,491668,31600,2415,33407,['Palm Beach County']
1560,11530,NY,389609,11496,129,11530,['Nassau County']
1561,30308,GA,733770,36734,532,30308,['Fulton County']
1562,6708,CT,460133,39322,980,06708,['New Haven County']
1563,44311,OH,88303,3167,0,44311,['Summit County']
1564,20186,VA,291336,19715,381,20186,['Fauquier County']
1565,96815,HI,37903,2309,102,96815,['Honolulu County']
1566,66204,KS,356950,22324,683,66204,['Johnson County']
1567,64131,MO,439631,38021,1954,64131,['Jackson County']
1568,82801,WY,188482,11256,210,82801,['Sheridan County']
1569,76508,TX,621783,71856,1151,76508,[None]
1570,59019,MT,31583,2098,41,59019,['Stillwater County']
1571,57625,SD,15901,955,18,57625,['Dewey County']
1572,29210,SC,48836,10831,476,29210,['Richland County']
1573,8043,NJ,644929,51017,1370,08043,['Camden County']
1574,90049,CA,43647,2564,15,90049,['Los Angeles County']
1575,11230,NY,705638,14284,341,11230,['Kings County']
1576,20850,MD,502000,29156,1141,20850,['Montgomery County']
1577,16601,PA,371721,31352,1242,16601,['Blair County']
1578,1040,MA,561790,31513,1041,01040,['Hampden County']
1579,17109,PA,461143,29274,1281,17109,['Dauphin County']
1580,49720,MI,85758,8217,182,49720,['Charlevoix County']
1581,72211,AR,618256,39614,1076,72211,['Pulaski County']
1582,58075,ND,178074,6965,130,58075,['Richland County']
1583,29461,SC,225567,10841,168,29461,['Berkeley County']
1584,41095,KY,36379,1686,0,41095,['Gallatin County']
1585,31206,GA,286989,19272,150,31206,['Bibb County']
1586,27596,NC,3499,196,0,27596,['Franklin County']
1587,50021,IA,119924,7853,368,50021,['Polk County']
1588,80262,CO,56395,5323,232,80262,[None]
1589,91105,CA,754891,47102,1685,91105,['Los Angeles County']
1590,60050,IL,197735,14091,210,60050,['McHenry County']
1591,2356,MA,98861,6330,51,02356,['Bristol County']
1592,52807,IA,244600,27868,1471,52807,['Scott County']
1593,17745,PA,343111,18742,343,17745,['Clinton County']
1594,45245,OH,200835,18050,1070,45245,['Clermont County']
1595,8106,NJ,57644,1826,14,08106,['Camden County']
1596,34606,FL,510177,36800,2132,34606,['Hernando County']
1597,81501,CO,268865,21362,521,81501,['Mesa County']
1598,32209,FL,515488,53370,1323,32209,['Duval County']
1599,97520,OR,186384,17883,1537,97520,['Jackson County']
1600,2186,MA,236312,11715,240,02186,['Norfolk County']
1601,17815,PA,332458,15541,641,17815,['Columbia County']
1602,33134,FL,1598349,37108,696,33134,['Miami-Dade County']
1603,40701,KY,683320,53163,734,40701,['Whitley County']
1604,96817,HI,976553,26768,581,96817,['Honolulu County']
1605,90024,CA,105885,6356,76,90024,['Los Angeles County']
1606,17225,PA,128086,6727,264,17225,['Franklin County']
1607,14590,NY,103503,2539,0,14590,['Wayne County']
1608,53209,WI,658578,47815,2489,53209,['Milwaukee County']
1609,33021,FL,971893,48847,1094,33021,['Broward County']
1610,85321,AZ,12169,1131,0,85321,['Pima County']
1611,83619,ID,114868,7825,317,83619,['Payette County']
1612,18018,PA,148351,7502,109,18018,['Lehigh County']
1613,40215,KY,426879,70255,5168,40215,['Jefferson County']
1614,33408,FL,157302,15448,986,33408,['Palm Beach County']
1615,660,PR,190959,3650,0,00660,['Hormigueros Municipio']
1616,48324,MI,36601,2428,87,48324,['Oakland County']
1617,33701,FL,216959,20260,1114,33701,['Pinellas County']
1618,95334,CA,46019,3434,111,95334,['Merced County']
1619,75080,TX,510552,37483,1131,75080,['Dallas County']
1620,85746,AZ,317181,19424,1442,85746,['Pima County']
1621,97417,OR,44639,4084,173,97417,['Douglas County']
1622,30474,GA,441863,27843,736,30474,['Toombs County']
1623,71483,LA,179618,7857,0,71483,['Winn Parish']
1624,72764,AR,391661,26589,924,72764,['Washington County']
1625,959,PR,1477575,25562,154,00959,['Bayamn Municipio']
1626,23666,VA,508732,45620,1717,23666,['Hampton city']
1627,726,PR,465299,10113,204,00726,[None]
1628,10034,NY,382278,7357,278,10034,['New York County']
1629,46802,IN,151342,8935,169,46802,['Allen County']
1630,89146,NV,322649,20380,498,89146,['Clark County']
1631,92373,CA,581109,31582,460,92373,['San Bernardino County']
1632,79930,TX,103787,3093,15,79930,['El Paso County']
1633,33907,FL,732008,79069,6829,33907,['Lee County']
1634,85741,AZ,553391,46660,1580,85741,['Pima County']
1635,623,PR,589174,9226,0,00623,['Cabo Rojo Municipio']
1636,683,PR,571587,10026,27,00683,['San Germn Municipio']
1637,795,PR,335328,6805,0,00795,['Juana Daz Municipio']
1638,79925,TX,398116,19408,44,79925,['El Paso County']
1639,34222,FL,46244,2650,0,34222,['Manatee County']
1640,78247,TX,90486,5517,0,78247,['Bexar County']
1641,17044,PA,418602,22879,672,17044,['Mifflin County']
1642,50010,IA,442853,25158,510,50010,['Story County']
1643,10457,NY,750334,23094,284,10457,['Bronx County']
1644,85006,AZ,616590,61944,2843,85006,['Maricopa County']
1645,70433,LA,1121074,107372,6410,70433,['St. Tammany Parish']
1646,33956,FL,38505,1718,39,33956,['Lee County']
1647,30342,GA,1058918,79600,2094,30342,['Fulton County']
1648,70006,LA,1287650,111240,2128,70006,['Jefferson Parish']
1649,30436,GA,144969,7898,39,30436,['Toombs County']
1650,76040,TX,609873,26889,229,76040,['Tarrant County']
1651,33030,FL,432390,11260,21,33030,['Miami-Dade County']
1652,97031,OR,151273,13601,542,97031,['Hood River County']
1653,8105,NJ,69752,1568,0,08105,['Camden County']
1654,698,PR,532413,8967,25,00698,['Yauco Municipio']
1655,767,PR,416856,8289,0,00767,['Yabucoa Municipio']
1656,13440,NY,385829,14797,409,13440,['Oneida County']
1657,6902,CT,319123,13651,250,06902,['Fairfield County']
1658,60030,IL,70487,2617,13,60030,['Lake County']
1659,33617,FL,290593,19254,1677,33617,['Hillsborough County']
1660,88260,NM,201269,13931,283,88260,['Lea County']
1661,78041,TX,1062919,46079,653,78041,['Webb County']
1662,68850,NE,89505,3744,0,68850,['Dawson County']
1663,64151,MO,197353,12391,359,64151,['Platte County']
1664,32922,FL,59716,2541,0,32922,['Brevard County']
1665,33069,FL,56705,4648,365,33069,['Broward County']
1666,90015,CA,478718,19271,295,90015,['Los Angeles County']
1667,33803,FL,499714,26952,997,33803,['Polk County']
1668,10301,NY,327112,12762,507,10301,['Richmond County']
1669,30236,GA,339768,29817,751,30236,['Clayton County']
1670,10003,NY,793968,52593,1822,10003,['New York County']
1671,46804,IN,863744,98968,2251,46804,['Allen County']
1672,94589,CA,541863,48929,2401,94589,['Solano County']
1673,18020,PA,220657,14143,311,18020,['Northampton County']
1674,20018,DC,17080,1134,21,20018,['District of Columbia']
1675,60605,IL,72539,5610,241,60605,['Cook County']
1676,23510,VA,432167,21141,174,23510,['Norfolk city']
1677,35010,AL,486458,25842,254,35010,['Tallapoosa County']
1678,38104,TN,692717,44599,773,38104,['Shelby County']
1679,31707,GA,407393,29192,829,31707,['Dougherty County']
1680,79762,TX,67989,4896,13,79762,['Ector County']
1681,13676,NY,106363,5838,297,13676,['St. Lawrence County']
1682,17339,PA,21264,634,0,17339,['York County']
1683,32605,FL,540990,59127,2697,32605,['Alachua County']
1684,33548,FL,194223,12737,855,33548,['Hillsborough County']
1685,96007,CA,113434,15275,1413,96007,['Shasta County']
1686,37888,TN,8829,85,0,37888,['Grainger County']
1687,65203,MO,491005,37452,1395,65203,['Boone County']
1688,76210,TX,245174,14091,200,76210,['Denton County']
1689,10001,NY,247204,4435,295,10001,['New York County']
1690,95370,CA,412908,37925,2086,95370,['Tuolumne County']
1691,96797,HI,376036,9551,215,96797,['Honolulu County']
1692,33812,FL,231606,15692,105,33812,['Polk County']
1693,78387,TX,95361,7934,0,78387,['San Patricio County']
1694,18510,PA,511875,27848,372,18510,['Lackawanna County']
1695,71111,LA,437862,26366,787,71111,['Bossier Parish']
1696,95608,CA,848019,60306,2105,95608,['Sacramento County']
1697,1876,MA,192163,10255,239,01876,['Middlesex County']
1698,63028,MO,607398,50815,1376,63028,['Jefferson County']
1699,85724,AZ,148327,18972,1536,85724,[None]
1700,7080,NJ,230274,6762,37,07080,['Middlesex County']
1701,95403,CA,875797,70626,4021,95403,['Sonoma County']
1702,6360,CT,497694,32546,625,06360,['New London County']
1703,94596,CA,543449,40272,1364,94596,['Contra Costa County']
1704,48827,MI,58694,4042,162,48827,['Eaton County']
1705,19026,PA,432217,20987,839,19026,['Delaware County']
1706,48047,MI,172793,7909,89,48047,['Macomb County']
1707,71101,LA,417499,65125,3875,71101,['Caddo Parish']
1708,37066,TN,573574,43832,3139,37066,['Sumner County']
1709,95377,CA,142587,13304,863,95377,['San Joaquin County']
1710,2467,MA,219736,11181,349,02467,['Norfolk County']
1711,31406,GA,982629,63406,1684,31406,['Chatham County']
1712,97844,OR,8240,482,0,97844,['Morrow County']
1713,28306,NC,50222,2910,0,28306,['Bladen County']
1714,90211,CA,940959,42220,1671,90211,['Los Angeles County']
1715,75028,TX,164691,8614,12,75028,['Denton County']
1716,29340,SC,199384,18693,409,29340,['Cherokee County']
1717,46254,IN,477113,37163,971,46254,['Marion County']
1718,18702,PA,704464,44493,1573,18702,['Luzerne County']
1719,18765,PA,36152,4105,288,18765,[None]
1720,54904,WI,408022,27091,820,54904,['Winnebago County']
1721,49037,MI,135310,8274,255,49037,['Calhoun County']
1722,34652,FL,450734,65328,6052,34652,['Pasco County']
1723,45402,OH,219011,18173,835,45402,['Montgomery County']
1724,53105,WI,209475,14624,298,53105,['Racine County']
1725,78418,TX,73452,5004,56,78418,['Nueces County']
1726,33150,FL,247419,13196,15,33150,['Miami-Dade County']
1727,60068,IL,758637,32478,381,60068,['Cook County']
1728,22801,VA,782769,55305,1554,22801,['Harrisonburg city']
1729,22182,VA,48550,3041,42,22182,['Fairfax County']
1730,10941,NY,632974,49510,2434,10941,['Orange County']
1731,86432,AZ,8256,647,0,86432,[None]
1732,19606,PA,348635,19225,455,19606,['Berks County']
1733,68901,NE,391254,14453,132,68901,['Adams County']
1734,63730,MO,20007,1206,0,63730,['Stoddard County']
1735,29360,SC,397745,24637,184,29360,['Laurens County']
1736,57108,SD,272431,12781,251,57108,['Lincoln County']
1737,43081,OH,552790,38119,951,43081,['Franklin County']
1738,97223,OR,288592,22720,2346,97223,['Washington County']
1739,32903,FL,86220,4250,0,32903,['Brevard County']
1740,31792,GA,742196,55903,1717,31792,['Thomas County']
1741,49202,MI,160611,12547,58,49202,['Jackson County']
1742,53405,WI,454257,28532,535,53405,['Racine County']
1743,60301,IL,117265,4888,0,60301,['Cook County']
1744,2472,MA,143852,6203,274,02472,['Middlesex County']
1745,7755,NJ,110302,4957,164,07755,['Monmouth County']
1746,21236,MD,365748,29535,1943,21236,['Baltimore County']
1747,30223,GA,52894,2514,0,30223,['Spalding County']
1748,60546,IL,98070,6325,132,60546,['Cook County']
1749,85008,AZ,256285,23300,904,85008,['Maricopa County']
1750,98663,WA,137799,6954,284,98663,['Clark County']
1751,78526,TX,197717,12711,305,78526,['Cameron County']
1752,31605,GA,261629,10600,11,31605,['Lowndes County']
1753,45715,OH,16529,573,0,45715,['Washington County']
1754,72118,AR,4172,1000,0,72118,['Pulaski County']
1755,22908,VA,352649,36559,1411,22908,[None]
1756,33446,FL,310059,12631,206,33446,['Palm Beach County']
1757,33629,FL,131828,6018,224,33629,['Hillsborough County']
1758,37027,TN,248294,47029,3863,37027,['Williamson County']
1759,98311,WA,7065,308,0,98311,['Kitsap County']
1760,92543,CA,1009898,80283,2624,92543,['Riverside County']
1761,44119,OH,141955,7605,47,44119,['Cuyahoga County']
1762,65560,MO,193635,14416,492,65560,['Dent County']
1763,19033,PA,24496,2408,64,19033,['Delaware County']
1764,97477,OR,516405,37356,741,97477,['Lane County']
1765,48236,MI,320207,28973,620,48236,['Wayne County']
1766,18508,PA,368289,33245,1253,18508,['Lackawanna County']
1767,85297,AZ,109973,11929,255,85297,['Maricopa County']
1768,11803,NY,287755,13619,292,11803,['Nassau County']
1769,7450,NJ,210065,10606,77,07450,['Bergen County']
1770,43050,OH,363482,18207,232,43050,['Knox County']
1771,19102,PA,135105,18191,528,19102,['Philadelphia County']
1772,63303,MO,226620,16055,74,63303,['St. Charles County']
1773,44870,OH,565186,44841,1836,44870,['Erie County']
1774,61822,IL,370600,18762,167,61822,['Champaign County']
1775,32117,FL,340396,86370,6566,32117,['Volusia County']
1776,81201,CO,98770,9404,628,81201,['Chaffee County']
1777,3301,NH,666102,47753,1735,03301,['Merrimack County']
1778,71291,LA,567028,23356,137,71291,['Ouachita Parish']
1779,16046,PA,60692,8069,598,16046,['Butler County']
1780,90404,CA,832152,44957,1242,90404,['Los Angeles County']
1781,74066,OK,307597,24272,685,74066,['Creek County']
1782,39520,MS,149804,7642,77,39520,['Hancock County']
1783,89521,NV,185914,22284,1303,89521,['Washoe County']
1784,23970,VA,271029,15876,553,23970,['Mecklenburg County']
1785,32950,FL,156671,5447,12,32950,['Brevard County']
1786,98372,WA,179249,21827,1795,98372,['Pierce County']
1787,98036,WA,212402,12107,462,98036,['Snohomish County']
1788,38668,MS,178762,9237,37,38668,['Tate County']
1789,62082,IL,61174,4194,90,62082,['Greene County']
1790,15473,PA,44283,2539,0,15473,['Fayette County']
1791,46222,IN,149366,22112,1943,46222,['Marion County']
1792,63501,MO,377629,24515,929,63501,['Adair County']
1793,32168,FL,341711,22076,281,32168,['Volusia County']
1794,75251,TX,305488,16566,84,75251,['Dallas County']
1795,54667,WI,20904,1996,124,54667,['Vernon County']
1796,54025,WI,9295,521,0,54025,['St. Croix County']
1797,53097,WI,115772,4117,124,53097,['Ozaukee County']
1798,73107,OK,15951,2083,0,73107,['Oklahoma County']
1799,56482,MN,155271,8235,342,56482,['Wadena County']
1800,98034,WA,467444,42608,2565,98034,['King County']
1801,68930,NE,4777,129,0,68930,['Webster County']
1802,78759,TX,268716,30309,977,78759,['Travis County']
1803,97801,OR,171829,10534,292,97801,['Umatilla County']
1804,43567,OH,126142,6693,93,43567,['Fulton County']
1805,83642,ID,657007,61862,3165,83642,['Ada County']
1806,40218,KY,452862,27063,425,40218,['Jefferson County']
1807,55116,MN,92540,3735,45,55116,['Ramsey County']
1808,44266,OH,207450,11280,179,44266,['Portage County']
1809,37055,TN,536503,47545,3481,37055,['Dickson County']
1810,80218,CO,350961,32863,797,80218,['Denver County']
1811,85253,AZ,76577,6249,210,85253,['Maricopa County']
1812,32610,FL,551346,54117,2544,32610,[None]
1813,68701,NE,383826,19197,857,68701,['Madison County']
1814,48507,MI,678324,82976,3432,48507,['Genesee County']
1815,35504,AL,96490,8554,170,35504,['Walker County']
1816,48603,MI,445104,45714,3524,48603,['Saginaw County']
1817,28147,NC,262653,24087,1454,28147,['Rowan County']
1818,36609,AL,104415,21574,1677,36609,['Mobile County']
1819,38134,TN,387955,23855,1221,38134,['Shelby County']
1820,37916,TN,554690,111177,11072,37916,['Knox County']
1821,30736,GA,524392,32510,793,30736,['Catoosa County']
1822,98520,WA,232878,13660,224,98520,['Grays Harbor County']
1823,44428,OH,31672,965,19,44428,['Trumbull County']
1824,85901,AZ,133624,13435,965,85901,['Navajo County']
1825,81648,CO,6907,461,0,81648,['Rio Blanco County']
1826,28001,NC,448241,24780,772,28001,['Stanly County']
1827,96792,HI,116431,5990,200,96792,['Honolulu County']
1828,55038,MN,31989,1183,0,55038,['Washington County']
1829,30101,GA,160974,6648,0,30101,['Cobb County']
1830,36801,AL,587188,44112,461,36801,['Lee County']
1831,33417,FL,138943,5818,25,33417,['Palm Beach County']
1832,45255,OH,349751,15584,215,45255,['Hamilton County']
1833,10026,NY,93444,3226,13,10026,['New York County']
1834,39204,MS,387157,20731,586,39204,['Hinds County']
1835,60464,IL,17626,1268,30,60464,['Cook County']
1836,27614,NC,235150,27866,2293,27614,['Wake County']
1837,48670,MI,50257,4219,36,48670,[None]
1838,92123,CA,517026,52734,2990,92123,['San Diego County']
1839,96734,HI,230126,16046,522,96734,['Honolulu County']
1840,81008,CO,237623,27570,822,81008,['Pueblo County']
1841,84060,UT,28021,4597,156,84060,['Summit County']
1842,30606,GA,1288943,144923,5006,30606,['Clarke County']
1843,98321,WA,72122,3357,115,98321,['Pierce County']
1844,15801,PA,623071,37747,1405,15801,['Clearfield County']
1845,7960,NJ,503292,33977,844,07960,['Morris County']
1846,42223,KY,42589,3919,349,42223,['Christian County']
1847,45662,OH,851517,43351,474,45662,['Scioto County']
1848,40342,KY,103181,5600,48,40342,['Anderson County']
1849,27518,NC,258027,18033,849,27518,['Wake County']
1850,27529,NC,273229,11134,283,27529,['Wake County']
1851,32578,FL,110931,8936,135,32578,['Okaloosa County']
1852,84341,UT,270437,23109,870,84341,['Cache County']
1853,13646,NY,3808,183,0,13646,['St. Lawrence County']
1854,83404,ID,706981,64499,2924,83404,['Bonneville County']
1855,94062,CA,125597,7986,221,94062,['San Mateo County']
1856,5401,VT,343584,34496,2719,05401,['Chittenden County']
1857,20707,MD,198857,14773,573,20707,"[""Prince George's County""]"
1858,50501,IA,379649,23507,767,50501,['Webster County']
1859,39114,MS,95767,10219,782,39114,['Simpson County']
1860,73013,OK,384297,39846,2508,73013,['Oklahoma County']
1861,64040,MO,14524,1381,64,64040,['Johnson County']
1862,95901,CA,132585,15077,611,95901,['Yuba County']
1863,59405,MT,562892,42614,1619,59405,['Cascade County']
1864,46135,IN,160790,9514,59,46135,['Putnam County']
1865,17701,PA,723574,47155,1311,17701,['Lycoming County']
1866,3766,NH,148727,12815,674,03766,['Grafton County']
1867,2451,MA,108473,18291,1237,02451,['Middlesex County']
1868,77318,TX,852,229,0,77318,['Montgomery County']
1869,29302,SC,255765,19861,116,29302,['Spartanburg County']
1870,48152,MI,792279,47561,811,48152,['Wayne County']
1871,98006,WA,134520,7074,550,98006,['King County']
1872,38075,TN,3559,308,0,38075,['Hardeman County']
1873,44053,OH,377133,39692,2375,44053,['Lorain County']
1874,3582,NH,22990,1519,61,03582,['Coos County']
1875,60544,IL,85810,3423,55,60544,['Will County']
1876,59901,MT,483070,48319,2408,59901,['Flathead County']
1877,19702,DE,225893,24366,2013,19702,['New Castle County']
1878,42301,KY,170859,9269,105,42301,['Daviess County']
1879,79065,TX,158118,10385,92,79065,['Gray County']
1880,39503,MS,299615,32227,1241,39503,['Harrison County']
1881,12866,NY,402056,24008,349,12866,['Saratoga County']
1882,40065,KY,281950,18169,350,40065,['Shelby County']
1883,23060,VA,95608,3732,68,23060,['Henrico County']
1884,98226,WA,378856,36816,3396,98226,['Whatcom County']
1885,68025,NE,383969,25321,1558,68025,['Dodge County']
1886,97239,OR,666890,67287,3175,97239,['Multnomah County']
1887,8755,NJ,873992,62254,2343,08755,['Ocean County']
1888,30828,GA,47128,3266,58,30828,['Warren County']
1889,61615,IL,278890,21665,854,61615,['Peoria County']
1890,28451,NC,142867,12776,705,28451,['Brunswick County']
1891,79703,TX,108491,4402,0,79703,['Midland County']
1892,42066,KY,341140,14452,117,42066,['Graves County']
1893,38118,TN,175743,14888,194,38118,['Shelby County']
1894,27215,NC,839038,52561,954,27215,['Alamance County']
1895,55109,MN,459158,27196,556,55109,['Ramsey County']
1896,66739,KS,88719,10561,82,66739,['Cherokee County']
1897,41056,KY,265877,10471,55,41056,['Mason County']
1898,28422,NC,61996,5404,0,28422,['Brunswick County']
1899,55318,MN,115053,6734,305,55318,['Carver County']
1900,49103,MI,23531,863,17,49103,['Berrien County']
1901,38801,MS,1060222,94498,3541,38801,['Lee County']
1902,74023,OK,204776,18822,726,74023,['Payne County']
1903,28311,NC,78099,7609,526,28311,['Cumberland County']
1904,98532,WA,247808,22077,838,98532,['Lewis County']
1905,38401,TN,919344,77404,3661,38401,['Maury County']
1906,84003,UT,297573,19105,438,84003,['Utah County']
1907,77357,TX,16652,1740,0,77357,['Montgomery County']
1908,84041,UT,479173,40871,1530,84041,['Davis County']
1909,37814,TN,603790,41528,1004,37814,['Hamblen County']
1910,80204,CO,507519,60326,2847,80204,['Denver County']
1911,76354,TX,52605,4017,37,76354,['Wichita County']
1912,46208,IN,102227,8591,61,46208,['Marion County']
1913,80910,CO,336584,25510,724,80910,['El Paso County']
1914,95825,CA,1262634,110485,4963,95825,['Sacramento County']
1915,25504,WV,231006,16035,206,25504,['Cabell County']
1916,62040,IL,328096,25529,264,62040,['Madison County']
1917,30912,GA,412506,40669,727,30912,['Richmond County']
1918,94109,CA,371116,30605,2231,94109,['San Francisco County']
1919,46307,IN,370325,27433,629,46307,['Lake County']
1920,39056,MS,130575,5530,55,39056,['Hinds County']
1921,35055,AL,634437,47531,1033,35055,['Cullman County']
1922,37412,TN,476737,26737,558,37412,['Hamilton County']
1923,29902,SC,153486,14619,603,29902,['Beaufort County']
1924,49686,MI,132122,11166,393,49686,['Grand Traverse County']
1925,42134,KY,164981,6937,39,42134,['Simpson County']
1926,86336,AZ,108095,7685,138,86336,['Yavapai County']
1927,31904,GA,1083908,84267,3268,31904,['Muscogee County']
1928,75670,TX,352769,21015,279,75670,['Harrison County']
1929,43064,OH,28617,1325,0,43064,['Madison County']
1930,39202,MS,757439,54948,1150,39202,['Hinds County']
1931,76012,TX,486653,40654,1439,76012,['Tarrant County']
1932,2035,MA,181333,8554,437,02035,['Norfolk County']
1933,57401,SD,493542,28697,1005,57401,['Brown County']
1934,47909,IN,272825,20070,461,47909,['Tippecanoe County']
1935,63645,MO,142582,9932,178,63645,['Madison County']
1936,77450,TX,438365,18706,151,77450,['Harris County']
1937,27610,NC,353368,25420,248,27610,['Wake County']
1938,36081,AL,209283,12836,186,36081,['Pike County']
1939,96001,CA,1231128,132659,6271,96001,['Shasta County']
1940,16803,PA,419688,21910,444,16803,['Centre County']
1941,91321,CA,91891,4270,73,91321,['Los Angeles County']
1942,75765,TX,17760,1236,0,75765,['Wood County']
1943,17601,PA,872580,68142,1838,17601,['Lancaster County']
1944,97501,OR,119925,7097,218,97501,['Jackson County']
1945,6790,CT,366276,25856,387,06790,['Litchfield County']
1946,74601,OK,182879,11873,219,74601,['Kay County']
1947,13808,NY,8282,360,0,13808,['Otsego County']
1948,65536,MO,349055,22129,391,65536,['Laclede County']
1949,41042,KY,547449,48601,2160,41042,['Boone County']
1950,24701,WV,257040,18506,150,24701,['Mercer County']
1951,30548,GA,61048,2863,0,30548,['Jackson County']
1952,33330,FL,42302,1177,0,33330,['Broward County']
1953,76132,TX,757085,59590,1069,76132,['Tarrant County']
1954,67420,KS,148423,6223,149,67420,['Mitchell County']
1955,77856,TX,6436,336,0,77856,['Robertson County']
1956,96825,HI,85087,2688,120,96825,['Honolulu County']
1957,30633,GA,58788,4859,44,30633,['Madison County']
1958,89147,NV,105503,5337,42,89147,['Clark County']
1959,98405,WA,1421333,119898,5057,98405,['Pierce County']
1960,36106,AL,1241953,79203,1617,36106,['Montgomery County']
1961,74820,OK,549718,20524,178,74820,['Pontotoc County']
1962,72901,AR,743988,59651,2383,72901,['Sebastian County']
1963,35150,AL,461095,39346,178,35150,['Talladega County']
1964,46077,IN,187395,7930,102,46077,['Boone County']
1965,80907,CO,303730,40739,1824,80907,['El Paso County']
1966,2914,RI,660862,24585,439,02914,['Providence County']
1967,29485,SC,163338,10000,337,29485,['Dorchester County']
1968,37922,TN,500742,46788,2452,37922,['Knox County']
1969,53589,WI,121323,8016,255,53589,['Dane County']
1970,71601,AR,48924,1713,0,71601,['Jefferson County']
1971,90007,CA,42314,2911,140,90007,['Los Angeles County']
1972,74145,OK,319784,24051,1247,74145,['Tulsa County']
1973,38111,TN,327429,12593,90,38111,['Shelby County']
1974,97401,OR,1013010,132899,9930,97401,['Lane County']
1975,37160,TN,310900,20720,389,37160,['Bedford County']
1976,77566,TX,322203,13267,15,77566,['Brazoria County']
1977,59474,MT,52090,4127,215,59474,['Toole County']
1978,2777,MA,64998,3670,21,02777,['Bristol County']
1979,48604,MI,457037,61268,3531,48604,['Saginaw County']
1980,29127,SC,47877,1674,0,29127,['Newberry County']
1981,59714,MT,43975,3800,198,59714,['Gallatin County']
1982,23606,VA,490934,44013,1240,23606,['Newport News city']
1983,74464,OK,400693,34300,1409,74464,['Cherokee County']
1984,76051,TX,245811,23933,682,76051,['Tarrant County']
1985,2136,MA,138641,7219,212,02136,['Suffolk County']
1986,75013,TX,214708,21903,1166,75013,['Collin County']
1987,63376,MO,508920,39403,934,63376,['St. Charles County']
1988,73114,OK,44977,6273,287,73114,['Oklahoma County']
1989,12803,NY,30604,1763,88,12803,['Saratoga County']
1990,55082,MN,462410,38784,980,55082,['Washington County']
1991,82930,WY,85708,7765,558,82930,['Uinta County']
1992,70053,LA,31923,3382,58,70053,['Jefferson Parish']
1993,23320,VA,442033,30771,391,23320,['Chesapeake city']
1994,29334,SC,91888,5487,13,29334,['Spartanburg County']
1995,39823,GA,53539,3542,0,39823,['Early County']
1996,80909,CO,394922,35030,1623,80909,['El Paso County']
1997,16121,PA,121426,15592,1413,16121,['Mercer County']
1998,38501,TN,965211,91268,4956,38501,['Putnam County']
1999,81089,CO,61956,4366,66,81089,['Huerfano County']
2000,22306,VA,165902,11619,418,22306,['Fairfax County']
2001,33304,FL,79699,2676,12,33304,['Broward County']
2002,40217,KY,584229,56166,637,40217,['Jefferson County']
2003,35042,AL,66289,2833,48,35042,['Bibb County']
2004,35022,AL,605163,48400,530,35022,['Jefferson County']
2005,76034,TX,161548,5614,18,76034,['Tarrant County']
2006,20060,DC,143977,9383,224,20060,[None]
2007,77802,TX,450300,37005,808,77802,['Brazos County']
2008,82514,WY,18397,1010,78,82514,['Fremont County']
2009,45891,OH,236669,11189,253,45891,['Van Wert County']
2010,53212,WI,225586,28458,1387,53212,['Milwaukee County']
2011,89509,NV,169360,17069,787,89509,['Washoe County']
2012,63957,MO,143970,9251,112,63957,['Wayne County']
2013,12159,NY,139468,7950,332,12159,['Albany County']
2014,16001,PA,809565,44962,1538,16001,['Butler County']
2015,75219,TX,79712,4650,62,75219,['Dallas County']
2016,86322,AZ,75685,5310,173,86322,['Yavapai County']
2017,76048,TX,299819,19910,790,76048,['Hood County']
2018,38570,TN,214659,16771,456,38570,['Overton County']
2019,27545,NC,65096,2880,12,27545,['Wake County']
2020,38120,TN,658165,70974,2231,38120,['Shelby County']
2021,61614,IL,504748,44186,971,61614,['Peoria County']
2022,79027,TX,31625,2065,0,79027,['Castro County']
2023,47403,IN,826121,54294,822,47403,['Monroe County']
2024,48114,MI,184489,13108,227,48114,['Livingston County']
2025,28753,NC,157289,8232,111,28753,['Madison County']
2026,96013,CA,39847,4229,43,96013,['Shasta County']
2027,81601,CO,108473,8286,276,81601,['Garfield County']
2028,28513,NC,94660,5661,205,28513,['Pitt County']
2029,15227,PA,150947,7432,12,15227,['Allegheny County']
2030,31093,GA,288698,27452,133,31093,['Houston County']
2031,44118,OH,220229,11192,49,44118,['Cuyahoga County']
2032,77008,TX,573212,27266,62,77008,['Harris County']
2033,95758,CA,512852,37877,1707,95758,['Sacramento County']
2034,50703,IA,245729,16590,606,50703,['Black Hawk County']
2035,15275,PA,22130,1440,44,15275,['Allegheny County']
2036,89701,NV,17056,7145,458,89701,['Carson City']
2037,29440,SC,256541,21794,460,29440,['Georgetown County']
