,NPPES Provider ZIP Code,NPPES Provider State,total_claims,opioid_claims,extended_release_opioid_claims,zipcode,county
0,99204,WA,930729,87660,4547,99204,['Spokane County']
1,48183,MI,525934,50887,1275,48183,['Wayne County']
2,96819,HI,311140,14210,596,96819,['Honolulu County']
3,49525,MI,607827,53780,1412,49525,['Kent County']
4,68127,NE,16476,1354,91,68127,['Douglas County']
5,62220,IL,318201,20314,100,62220,['St. Clair County']
6,95116,CA,840108,25146,103,95116,['Santa Clara County']
7,55431,MN,128810,11672,255,55431,['Hennepin County']
8,55414,MN,15652,969,0,55414,['Hennepin County']
9,62901,IL,399091,26915,384,62901,['Jackson County']
10,80045,CO,490332,52527,2839,80045,['Adams County']
11,87106,NM,341544,42983,1375,87106,['Bernalillo County']
12,60189,IL,121501,4988,70,60189,['DuPage County']
13,48108,MI,277997,19404,796,48108,['Washtenaw County']
14,85381,AZ,835616,61900,2429,85381,['Maricopa County']
15,75235,TX,305623,28651,220,75235,['Dallas County']
16,58103,ND,773876,60973,2103,58103,['Cass County']
17,55905,MN,1076337,76659,1180,55905,[None]
18,17101,PA,55218,6260,15,17101,['Dauphin County']
19,85022,AZ,81581,9146,527,85022,['Maricopa County']
20,58102,ND,279553,15577,172,58102,['Cass County']
21,4105,ME,93543,7751,118,04105,['Cumberland County']
22,48197,MI,752442,72518,1918,48197,['Washtenaw County']
23,23434,VA,386541,20098,350,23434,['Suffolk city']
24,14222,NY,48025,8629,413,14222,['Erie County']
25,75204,TX,753698,39890,1183,75204,['Dallas County']
26,30004,GA,52822,3231,161,30004,['Fulton County']
27,42431,KY,621775,44130,645,42431,['Hopkins County']
28,57104,SD,60933,13470,108,57104,['Minnehaha County']
29,64111,MO,714156,46799,1096,64111,['Jackson County']
30,53916,WI,266488,16160,516,53916,['Dodge County']
31,87114,NM,122619,11530,306,87114,['Bernalillo County']
32,55454,MN,226120,19867,494,55454,['Hennepin County']
33,97140,OR,63226,4994,98,97140,['Washington County']
34,57702,SD,128708,12075,292,57702,['Pennington County']
35,97015,OR,675810,57582,3330,97015,['Clackamas County']
36,58201,ND,352454,24231,757,58201,['Grand Forks County']
37,52803,IA,70991,7295,248,52803,['Scott County']
38,52747,IA,25280,651,0,52747,['Cedar County']
39,10304,NY,307635,18568,1189,10304,['Richmond County']
40,10305,NY,216788,13168,440,10305,['Richmond County']
41,84119,UT,166212,13801,411,84119,['Salt Lake County']
42,63131,MO,848648,68691,3543,63131,['St. Louis County']
43,84403,UT,336805,33286,554,84403,['Weber County']
44,94553,CA,592713,52215,3013,94553,['Contra Costa County']
45,92506,CA,894273,57237,1403,92506,['Riverside County']
46,24112,VA,944779,69251,1332,24112,['Henry County']
47,71105,LA,582400,65562,3880,71105,['Caddo Parish']
48,28210,NC,597597,46360,1950,28210,['Mecklenburg County']
49,2860,RI,767192,44441,1736,02860,['Providence County']
50,31405,GA,878244,96501,3782,31405,['Chatham County']
51,77573,TX,149607,10572,260,77573,['Galveston County']
52,73801,OK,175561,11265,324,73801,['Woodward County']
53,24019,VA,170577,10014,278,24019,['Roanoke County']
54,35249,AL,376204,48418,940,35249,[None]
55,11021,NY,656905,26866,762,11021,['Nassau County']
56,37040,TN,360578,36705,2993,37040,['Montgomery County']
57,47710,IN,622066,51555,788,47710,['Vanderburgh County']
58,21921,MD,273470,14870,424,21921,['Cecil County']
59,37205,TN,857128,52678,1370,37205,['Davidson County']
60,73096,OK,124437,7032,126,73096,['Custer County']
61,42728,KY,279961,17533,77,42728,['Adair County']
62,48420,MI,72971,4967,42,48420,['Genesee County']
63,2906,RI,308401,17442,452,02906,['Providence County']
64,35801,AL,1583514,204810,7768,35801,['Madison County']
65,98632,WA,876442,89484,5574,98632,['Cowlitz County']
66,30309,GA,1004686,85061,3321,30309,['Fulton County']
67,19118,PA,225110,11902,233,19118,['Philadelphia County']
68,60608,IL,534501,24102,256,60608,['Cook County']
69,99508,AK,716473,59371,3043,99508,['Anchorage Municipality']
70,33071,FL,132144,12427,417,33071,['Broward County']
71,77521,TX,500319,48082,2315,77521,['Harris County']
72,6810,CT,516114,51487,1945,06810,['Fairfield County']
73,93710,CA,621586,66410,3608,93710,['Fresno County']
74,54611,CA,11464,966,48,54611,['Jackson County']
75,85013,AZ,367270,35767,653,85013,['Maricopa County']
76,6510,CT,251544,24847,661,06510,['New Haven County']
77,37232,TN,1132698,83469,2512,37232,[None]
78,85712,AZ,1284435,116683,7699,85712,['Pima County']
79,89511,NV,352426,48546,3232,89511,['Washoe County']
80,92262,CA,852494,68250,2715,92262,['Riverside County']
81,37211,TN,395659,24425,463,37211,['Davidson County']
82,55805,MN,520556,52532,1929,55805,['St. Louis County']
83,46037,IN,174139,9308,150,46037,['Hamilton County']
84,43615,OH,428877,32614,768,43615,['Lucas County']
85,76311,TX,3568,378,0,76311,['Wichita County']
86,55906,MN,8619,1426,23,55906,['Olmsted County']
87,53221,WI,476511,141193,13335,53221,['Milwaukee County']
88,37743,TN,467669,30974,582,37743,['Greene County']
89,55404,MN,289527,18162,342,55404,['Hennepin County']
90,76201,TX,414553,23676,215,76201,['Denton County']
91,94063,CA,467545,33442,1255,94063,['San Mateo County']
92,7045,NJ,86636,2453,33,07045,['Morris County']
93,91303,CA,96884,3607,83,91303,['Los Angeles County']
94,99350,WA,53212,4001,59,99350,['Benton County']
95,94305,CA,210369,26090,1108,94305,['Santa Clara County']
96,33012,FL,2141620,32104,129,33012,['Miami-Dade County']
97,43055,OH,736193,47448,2004,43055,['Licking County']
98,33165,FL,2401790,35567,12,33165,['Miami-Dade County']
99,95630,CA,663083,54954,2749,95630,['Sacramento County']
100,8690,NJ,382058,23480,686,08690,['Mercer County']
101,8054,NJ,283882,40695,2701,08054,['Burlington County']
102,1199,MA,269316,25401,243,01199,[None]
103,19808,DE,634402,50540,3364,19808,['New Castle County']
104,32207,FL,715116,84749,5038,32207,['Duval County']
105,76308,TX,188212,32853,2689,76308,['Wichita County']
106,33133,FL,716773,19265,367,33133,['Miami-Dade County']
107,70503,LA,627433,41196,984,70503,['Lafayette Parish']
108,54501,WI,237637,16764,479,54501,['Oneida County']
109,61701,IL,335094,30234,1034,61701,['McLean County']
110,16901,PA,237763,12613,356,16901,['Tioga County']
111,11212,NY,399349,10183,22,11212,['Kings County']
112,75751,TX,428241,26887,345,75751,['Henderson County']
113,76104,TX,2070004,207300,8983,76104,['Tarrant County']
114,37772,TN,182738,22437,3644,37772,['Loudon County']
115,98506,WA,555442,45866,1432,98506,['Thurston County']
116,33713,FL,695475,35253,711,33713,['Pinellas County']
117,73122,OK,2999,530,0,73122,['Oklahoma County']
118,39232,MS,395414,47355,2264,39232,['Rankin County']
119,92663,CA,733067,33807,509,92663,['Orange County']
120,11237,NY,394807,12060,316,11237,['Kings County']
121,79902,TX,1197641,74741,904,79902,['El Paso County']
122,15224,PA,642430,48413,2359,15224,['Allegheny County']
123,37091,TN,205174,21958,1086,37091,['Marshall County']
124,48617,MI,143809,13306,710,48617,['Clare County']
125,60302,IL,215000,10793,68,60302,['Cook County']
126,95677,CA,97198,8201,484,95677,['Placer County']
127,93215,CA,367185,18651,101,93215,['Kern County']
128,88210,NM,115868,10027,104,88210,['Eddy County']
129,2215,MA,733543,50531,2055,02215,['Suffolk County']
130,19301,PA,289928,12225,137,19301,['Chester County']
131,23413,VA,174226,8160,208,23413,[None]
132,78613,TX,265631,19681,1315,78613,['Williamson County']
133,32114,FL,593059,54905,1725,32114,['Volusia County']
134,42701,KY,583627,51261,1286,42701,['Hardin County']
135,78223,TX,190080,11676,119,78223,['Bexar County']
136,33825,FL,181213,7527,97,33825,['Highlands County']
137,12561,NY,96739,4258,123,12561,['Ulster County']
138,98272,WA,139153,10948,488,98272,['Snohomish County']
139,36401,AL,246970,24970,329,36401,['Conecuh County']
140,89117,NV,562040,69366,5074,89117,['Clark County']
141,78550,TX,1109617,58636,446,78550,['Cameron County']
142,28262,NC,667663,36067,787,28262,['Mecklenburg County']
143,97213,OR,713888,55186,1809,97213,['Multnomah County']
144,2657,MA,41991,2648,154,02657,['Barnstable County']
145,30322,GA,517194,42266,1327,30322,[None]
146,33136,FL,838120,44074,1255,33136,['Miami-Dade County']
147,92807,CA,1326586,92419,4357,92807,['Orange County']
148,84074,UT,127066,9874,468,84074,['Tooele County']
149,33916,FL,45526,2604,41,33916,['Lee County']
150,1075,MA,151751,10455,532,01075,['Hampshire County']
151,10801,NY,396331,12049,192,10801,['Westchester County']
152,6457,CT,436917,33703,797,06457,['Middlesex County']
153,85032,AZ,831730,66787,3188,85032,['Maricopa County']
154,60631,IL,514673,24232,173,60631,['Cook County']
155,90807,CA,344317,28064,1500,90807,['Los Angeles County']
156,29425,SC,558598,49482,1526,29425,[None]
157,92311,CA,190034,11891,291,92311,['San Bernardino County']
158,94115,CA,1542526,73044,2332,94115,['San Francisco County']
159,44144,OH,245653,10924,237,44144,['Cuyahoga County']
160,20735,MD,148129,14623,363,20735,"[""Prince George's County""]"
161,6489,CT,272711,15044,478,06489,['Hartford County']
162,6479,CT,41043,1874,34,06479,['Hartford County']
163,48067,MI,63345,6466,202,48067,['Oakland County']
164,22101,VA,75419,2317,40,22101,['Fairfax County']
165,10562,NY,126511,4342,144,10562,['Westchester County']
166,78201,TX,68859,1811,0,78201,['Bexar County']
167,45840,OH,547802,42336,922,45840,['Hancock County']
168,2148,MA,197161,14579,463,02148,['Middlesex County']
169,95816,CA,1188858,119821,5501,95816,['Sacramento County']
170,93105,CA,570534,32107,548,93105,['Santa Barbara County']
171,72205,AR,2144156,232648,7885,72205,['Pulaski County']
172,11733,NY,343508,22975,362,11733,['Suffolk County']
173,21244,MD,84480,6116,156,21244,['Baltimore County']
174,78259,TX,45072,2628,0,78259,['Bexar County']
175,10549,NY,299657,12648,165,10549,['Westchester County']
176,23116,VA,393876,45069,1871,23116,['Hanover County']
177,48202,MI,1220902,98606,2869,48202,['Wayne County']
178,85541,AZ,226540,19174,874,85541,['Gila County']
179,43608,OH,107144,14294,363,43608,['Lucas County']
180,67218,KS,313177,23186,546,67218,['Sedgwick County']
181,27893,NC,680585,34938,769,27893,['Wilson County']
182,77030,TX,2229871,198728,5395,77030,['Harris County']
183,15232,PA,503435,41890,1264,15232,['Allegheny County']
184,11355,NY,1205592,19905,266,11355,['Queens County']
185,40272,KY,63331,2521,13,40272,['Jefferson County']
186,11204,NY,583145,9110,35,11204,['Kings County']
187,14620,NY,601702,33169,1499,14620,['Monroe County']
188,91355,CA,356767,28611,1012,91355,['Los Angeles County']
189,19107,PA,1399744,138362,4248,19107,['Philadelphia County']
190,76301,TX,380296,36494,1012,76301,['Wichita County']
191,63122,MO,261543,30784,1286,63122,['St. Louis County']
192,2118,MA,1091692,73471,3836,02118,['Suffolk County']
193,77070,TX,509960,33969,839,77070,['Harris County']
194,19140,PA,721629,49115,1251,19140,['Philadelphia County']
195,75182,TX,124062,22388,1013,75182,['Dallas County']
196,7081,NJ,47842,3526,158,07081,['Union County']
197,22205,VA,192855,15663,404,22205,['Arlington County']
198,21215,MD,485535,39563,1211,21215,['Baltimore city']
199,7701,NJ,347838,27356,841,07701,['Monmouth County']
200,20001,DC,72805,4090,68,20001,['District of Columbia']
201,21784,MD,144163,5940,61,21784,['Carroll County']
202,40213,KY,142336,5785,11,40213,['Jefferson County']
203,95757,CA,132332,6683,139,95757,['Sacramento County']
204,19460,PA,293750,19158,1225,19460,['Chester County']
205,95350,CA,916183,90220,5032,95350,['Stanislaus County']
206,54701,WI,724927,49013,1475,54701,['Eau Claire County']
207,85374,AZ,762692,41089,2106,85374,['Maricopa County']
208,43614,OH,413820,32456,358,43614,['Lucas County']
209,24151,VA,254114,16028,295,24151,['Franklin County']
210,44195,OH,2130612,149791,3045,44195,[None]
211,64506,MO,711552,39670,327,64506,['Buchanan County']
212,25661,WV,85193,6740,34,25661,['Mingo County']
213,63117,MO,799612,56688,2087,63117,['St. Louis County']
214,39216,MS,1293103,97873,2769,39216,['Hinds County']
215,11418,NY,456586,11020,110,11418,['Queens County']
216,33430,FL,164285,7201,38,33430,['Palm Beach County']
217,48073,MI,479587,62758,2442,48073,['Oakland County']
218,48135,MI,220795,23539,310,48135,['Wayne County']
219,8857,NJ,358265,14346,211,08857,['Middlesex County']
220,20895,MD,204356,9812,345,20895,['Montgomery County']
221,52501,IA,386872,20570,676,52501,['Wapello County']
222,11794,NY,108240,16222,851,11794,[None]
223,21204,MD,874490,92340,2842,21204,['Baltimore County']
224,61102,IL,172097,11727,1060,61102,['Winnebago County']
225,40504,KY,834436,67409,1375,40504,['Fayette County']
226,71103,LA,786659,45341,614,71103,['Caddo Parish']
227,60640,IL,734841,24784,409,60640,['Cook County']
228,14454,NY,146984,5664,74,14454,['Livingston County']
229,10016,NY,1238406,51731,1466,10016,['New York County']
230,92130,CA,198145,9022,163,92130,['San Diego County']
231,18202,PA,242777,14713,467,18202,['Luzerne County']
232,11725,NY,189502,10581,202,11725,['Suffolk County']
233,75093,TX,971622,71800,1648,75093,['Collin County']
234,38163,TN,37497,4504,24,38163,[None]
235,77002,TX,414971,26159,77,77002,['Harris County']
236,8902,NJ,117431,5201,153,08902,['Middlesex County']
237,22031,VA,229633,26589,2285,22031,['Fairfax County']
238,93933,CA,38918,2341,80,93933,['Monterey County']
239,23836,VA,110461,7105,202,23836,['Chesterfield County']
240,60432,IL,26766,3010,43,60432,['Will County']
241,56308,MN,445819,25038,416,56308,['Douglas County']
242,50316,IA,227757,23096,691,50316,['Polk County']
243,74017,OK,283471,17685,376,74017,['Rogers County']
244,46902,IN,792046,52436,1008,46902,['Howard County']
245,98686,WA,483962,52684,5219,98686,['Clark County']
246,60563,IL,229891,9611,48,60563,['DuPage County']
247,75115,TX,281019,13020,141,75115,['Dallas County']
248,30014,GA,502215,36358,1211,30014,['Newton County']
249,33169,FL,522000,15853,524,33169,['Miami-Dade County']
250,7834,NJ,280256,17095,472,07834,['Morris County']
251,1843,MA,211695,12183,438,01843,['Essex County']
252,48912,MI,755913,64881,1802,48912,['Ingham County']
253,60429,IL,263957,15749,708,60429,['Cook County']
254,7011,NJ,287236,12538,448,07011,['Passaic County']
255,77384,TX,449821,23763,433,77384,['Montgomery County']
256,28303,NC,165570,14462,912,28303,['Cumberland County']
257,44146,OH,448225,23501,339,44146,['Cuyahoga County']
258,32204,FL,481291,43804,500,32204,['Duval County']
259,77584,TX,216808,14918,504,77584,['Brazoria County']
260,7052,NJ,490689,19124,230,07052,['Essex County']
261,95521,CA,186273,21025,1597,95521,['Humboldt County']
262,33125,FL,1081653,20047,30,33125,['Miami-Dade County']
263,60625,IL,723970,26767,353,60625,['Cook County']
264,28401,NC,1289286,95419,4206,28401,['New Hanover County']
265,7728,NJ,543917,34737,978,07728,['Monmouth County']
266,48243,MI,2849,201,0,48243,['Wayne County']
267,2108,MA,45009,1704,54,02108,['Suffolk County']
268,78229,TX,1786767,176500,6698,78229,['Bexar County']
269,10467,NY,1188565,43837,884,10467,['Bronx County']
270,43616,OH,420111,40443,1511,43616,['Lucas County']
271,7751,NJ,47659,1602,0,07751,['Monmouth County']
272,6105,CT,359692,26520,410,06105,['Hartford County']
273,34110,FL,243528,14716,402,34110,['Collier County']
274,62226,IL,540993,51576,1169,62226,['St. Clair County']
275,50314,IA,514045,56678,4069,50314,['Polk County']
276,70360,LA,924296,67133,637,70360,['Terrebonne Parish']
277,91402,CA,1287702,83411,2782,91402,['Los Angeles County']
278,90712,CA,356092,17212,202,90712,['Los Angeles County']
279,77845,TX,241124,21517,537,77845,['Brazos County']
280,80524,CO,312383,28946,1076,80524,['Larimer County']
281,63017,MO,1150923,62247,849,63017,['St. Louis County']
282,23298,VA,635744,60068,2208,23298,['Richmond City']
283,33613,FL,591310,48358,1599,33613,['Hillsborough County']
284,37217,TN,50877,8115,136,37217,['Davidson County']
285,40033,KY,241742,12805,116,40033,['Marion County']
286,95128,CA,853857,51767,1825,95128,['Santa Clara County']
287,60538,IL,14948,1138,12,60538,['Kendall County']
288,67401,KS,634852,45408,1372,67401,['Saline County']
289,60007,IL,529518,29998,288,60007,['Cook County']
290,3060,NH,362410,24810,806,03060,['Hillsborough County']
291,48080,MI,484823,47017,881,48080,['Macomb County']
292,60527,IL,412228,40630,2085,60527,['DuPage County']
293,92037,CA,886366,57954,1622,92037,['San Diego County']
294,89108,NV,17783,2803,471,89108,['Clark County']
295,48309,MI,170394,8580,239,48309,['Oakland County']
296,1568,MA,13490,290,14,01568,['Worcester County']
297,13210,NY,590529,41228,1012,13210,['Onondaga County']
298,19111,PA,418505,31120,1057,19111,['Philadelphia County']
299,30720,GA,926892,78208,2608,30720,['Whitfield County']
300,55455,MN,267479,26011,680,55455,['Hennepin County']
301,38320,TN,173911,23456,1873,38320,['Benton County']
302,98112,WA,255192,19949,1010,98112,['King County']
303,87532,NM,140159,11394,148,87532,['Santa Fe County']
304,99664,AK,22052,1893,85,99664,['Kenai Peninsula Borough']
305,43210,OH,337489,51652,2198,43210,['Franklin County']
306,16125,PA,230906,18016,472,16125,['Mercer County']
307,48824,MI,163515,12508,584,48824,['Ingham County']
308,29639,SC,37836,1522,15,29639,['Abbeville County']
309,91360,CA,421607,26857,1148,91360,['Ventura County']
310,98233,WA,84577,6880,250,98233,['Skagit County']
311,45219,OH,974390,81068,3270,45219,['Hamilton County']
312,57078,SD,312851,18097,258,57078,['Yankton County']
313,75043,TX,122203,9545,21,75043,['Dallas County']
314,40207,KY,1410378,108739,2253,40207,['Jefferson County']
315,97103,OR,193221,12808,442,97103,['Clatsop County']
316,78840,TX,272227,12143,49,78840,['Val Verde County']
317,48609,MI,24269,1032,15,48609,['Saginaw County']
318,14068,NY,54414,1406,18,14068,['Erie County']
319,23220,VA,465226,18385,143,23220,['Richmond city']
320,45042,OH,331960,21445,484,45042,['Butler County']
321,16335,PA,451689,43386,2257,16335,['Crawford County']
322,28801,NC,2037377,145537,4374,28801,['Buncombe County']
323,46240,IN,84216,5964,31,46240,['Marion County']
324,55106,MN,166688,7795,107,55106,['Ramsey County']
325,2905,RI,335433,23976,244,02905,['Providence County']
326,35205,AL,1246116,124489,4637,35205,['Jefferson County']
327,25304,WV,757376,67594,2030,25304,['Kanawha County']
328,29150,SC,915270,48280,852,29150,['Sumter County']
329,81052,CO,94696,6056,189,81052,['Prowers County']
330,75088,TX,161699,12022,612,75088,['Dallas County']
331,30214,GA,621323,35310,994,30214,['Fayette County']
332,84057,UT,226211,23734,1282,84057,['Utah County']
333,1949,MA,32230,2188,160,01949,['Essex County']
334,6112,CT,120870,5432,244,06112,['Hartford County']
335,70810,LA,297331,54370,1492,70810,['East Baton Rouge Parish']
336,20678,MD,207488,21359,1352,20678,['Calvert County']
337,70769,LA,191807,6199,73,70769,['Ascension Parish']
338,44094,OH,587657,40779,1716,44094,['Lake County']
339,41139,KY,85434,4829,0,41139,['Greenup County']
340,6030,CT,252193,20286,321,06030,[None]
341,27932,NC,186459,8543,68,27932,['Chowan County']
342,45409,OH,330541,38890,547,45409,['Montgomery County']
343,32806,FL,978897,97445,3496,32806,['Orange County']
344,76063,TX,425917,23073,511,76063,['Tarrant County']
345,29506,SC,836011,68746,1223,29506,['Florence County']
346,38382,TN,150254,8497,104,38382,['Gibson County']
347,2114,MA,752076,55605,1222,02114,['Suffolk County']
348,75231,TX,1341910,126037,4005,75231,['Dallas County']
349,98802,WA,139931,9707,348,98802,['Douglas County']
350,24153,VA,714843,86282,3777,24153,['Salem city']
351,34684,FL,651092,39102,1267,34684,['Pinellas County']
352,80443,CO,42322,7665,728,80443,[None]
353,76180,TX,296672,22440,607,76180,['Tarrant County']
354,33830,FL,189154,10291,70,33830,['Polk County']
355,14618,NY,1043368,42774,1442,14618,['Monroe County']
356,63301,MO,181044,13624,60,63301,['St. Charles County']
357,30328,GA,397441,47180,3109,30328,['Fulton County']
358,97229,OR,104237,6839,307,97229,['Washington County']
359,45502,OH,190149,11813,127,45502,['Clark County']
360,96761,HI,47438,4890,196,96761,['Maui County']
361,26506,WV,319670,28219,597,26506,['Monongalia County']
362,95926,CA,684773,77868,3481,95926,['Butte County']
363,6268,CT,71446,3101,148,06268,['Tolland County']
364,4901,ME,346530,29153,1807,04901,['Kennebec County']
365,45242,OH,813026,67660,2257,45242,['Hamilton County']
366,27127,NC,148031,6069,82,27127,['Forsyth County']
367,80210,CO,342199,25887,746,80210,['Denver County']
368,46001,IN,64870,5666,54,46001,['Madison County']
369,48235,MI,384050,30824,580,48235,['Wayne County']
370,27157,NC,819564,68168,1792,27157,[None]
371,80014,CO,832720,77963,4409,80014,['Arapahoe County']
372,87109,NM,832300,83523,4611,87109,['Bernalillo County']
373,98195,WA,214670,27647,1398,98195,[None]
374,63110,MO,1278347,118780,4371,63110,['St. Louis city']
375,2169,MA,634180,25893,520,02169,['Norfolk County']
376,39095,MS,134056,7374,0,39095,['Holmes County']
377,2145,MA,43191,3511,100,02145,['Middlesex County']
378,4005,ME,240908,20481,1246,04005,['York County']
379,54942,WI,23799,991,15,54942,['Outagamie County']
380,33525,FL,260329,17496,348,33525,['Pasco County']
381,19605,PA,162723,6660,123,19605,['Berks County']
382,94611,CA,830967,65872,2449,94611,['Alameda County']
383,19966,DE,91134,10280,995,19966,['Sussex County']
384,19104,PA,1177513,98808,4193,19104,['Philadelphia County']
385,60435,IL,826034,67266,2103,60435,['Will County']
386,7107,NJ,157587,6337,94,07107,['Essex County']
387,30012,GA,354365,29660,605,30012,['Rockdale County']
388,44632,OH,114188,4761,75,44632,['Stark County']
389,29303,SC,1183279,135450,4290,29303,['Spartanburg County']
390,90033,CA,1286637,75212,1370,90033,['Los Angeles County']
391,19901,DE,111445,18616,2848,19901,['Kent County']
392,34613,FL,771503,83886,6605,34613,['Hernando County']
393,30501,GA,1694671,127983,4287,30501,['Hall County']
394,19124,PA,337248,21538,622,19124,['Philadelphia County']
395,48532,MI,969962,79424,1765,48532,['Genesee County']
396,7712,NJ,213916,14962,184,07712,['Monmouth County']
397,12208,NY,420604,30297,519,12208,['Albany County']
398,78731,TX,605000,46718,1124,78731,['Travis County']
399,48706,MI,654124,60258,2150,48706,['Bay County']
400,90027,CA,1821316,89289,1880,90027,['Los Angeles County']
401,60611,IL,1072270,72537,2266,60611,['Cook County']
402,90270,CA,29734,1150,0,90270,['Los Angeles County']
403,29605,SC,1125888,131138,6325,29605,['Greenville County']
404,65301,MO,386532,15961,152,65301,['Pettis County']
405,646,PR,290278,8245,76,00646,['Dorado Municipio']
406,85037,AZ,269306,25519,669,85037,['Maricopa County']
407,48503,MI,374389,33804,1021,48503,['Genesee County']
408,65807,MO,2229648,152335,4603,65807,['Greene County']
409,79106,TX,1442607,91447,2350,79106,['Potter County']
410,29115,SC,311608,11682,49,29115,['Orangeburg County']
411,13501,NY,391014,14014,415,13501,['Oneida County']
412,48124,MI,857245,79611,1838,48124,['Wayne County']
413,30078,GA,430001,42188,1992,30078,['Gwinnett County']
414,44106,OH,608817,56973,2053,44106,['Cuyahoga County']
415,47807,IN,516331,26081,418,47807,['Vigo County']
416,74136,OK,1280714,105823,2331,74136,['Tulsa County']
417,48126,MI,1123445,62357,493,48126,['Wayne County']
418,15601,PA,879432,63605,3345,15601,['Westmoreland County']
419,44130,OH,865901,64582,1106,44130,['Cuyahoga County']
420,27834,NC,1499760,127701,5407,27834,['Pitt County']
421,33442,FL,271108,11739,176,33442,['Broward County']
422,50707,IA,44680,1604,84,50707,['Black Hawk County']
423,32174,FL,917679,61432,1494,32174,['Volusia County']
424,30312,GA,325704,34916,1658,30312,['Fulton County']
425,47802,IN,607700,45004,3393,47802,['Vigo County']
426,25136,WV,101365,6362,19,25136,['Fayette County']
427,63128,MO,1853089,134770,5125,63128,['St. Louis County']
428,91345,CA,686386,38574,1646,91345,['Los Angeles County']
429,78539,TX,718734,45326,197,78539,['Hidalgo County']
430,71115,LA,475235,19396,975,71115,['Caddo Parish']
431,19462,PA,53726,1908,12,19462,['Montgomery County']
432,15212,PA,528646,43554,1058,15212,['Allegheny County']
433,44221,OH,163753,11375,94,44221,['Summit County']
434,48101,MI,375573,30419,549,48101,['Wayne County']
435,14626,NY,843342,43636,861,14626,['Monroe County']
436,23421,VA,18575,583,0,23421,['Accomack County']
437,48504,MI,307187,24129,96,48504,['Genesee County']
438,97470,OR,280686,22399,877,97470,['Douglas County']
439,74401,OK,487766,43606,1254,74401,['Muskogee County']
440,35653,AL,181523,25973,304,35653,['Franklin County']
441,46202,IN,1289223,134074,3680,46202,['Marion County']
442,44109,OH,945978,75448,2634,44109,['Cuyahoga County']
443,32607,FL,396123,64115,3447,32607,['Alachua County']
444,48314,MI,280467,18675,607,48314,['Macomb County']
445,7017,NJ,178109,4370,47,07017,['Essex County']
446,6102,CT,242818,15530,164,06102,[None]
447,33414,FL,395564,40715,2672,33414,['Palm Beach County']
448,54301,WI,346624,25212,1003,54301,['Brown County']
449,60202,IL,224688,7782,11,60202,['Cook County']
450,99352,WA,458390,48177,3684,99352,['Benton County']
451,72903,AR,848897,61861,1454,72903,['Sebastian County']
452,91710,CA,335844,26039,1031,91710,['San Bernardino County']
453,48640,MI,580959,39769,937,48640,['Midland County']
454,94568,CA,69619,4881,130,94568,['Alameda County']
455,8807,NJ,133128,9097,88,08807,['Somerset County']
456,19713,DE,625361,66843,2844,19713,['New Castle County']
457,43221,OH,326152,23298,768,43221,['Franklin County']
458,85251,AZ,681362,48925,2131,85251,['Maricopa County']
459,77057,TX,166683,16169,218,77057,['Harris County']
460,91763,CA,263804,12304,79,91763,['San Bernardino County']
461,98001,WA,214940,15185,518,98001,['King County']
462,78207,TX,308100,19208,73,78207,['Bexar County']
463,31040,GA,670,175,0,31040,[None]
464,72601,AR,504325,41561,1058,72601,['Boone County']
465,23061,VA,231324,11406,129,23061,['Gloucester County']
466,72209,AR,67149,2950,25,72209,['Pulaski County']
467,13021,NY,379563,19298,341,13021,['Cayuga County']
468,60153,IL,715073,39992,580,60153,['Cook County']
469,20155,VA,62635,3190,99,20155,['Prince William County']
470,48509,MI,177923,15441,422,48509,['Genesee County']
471,25705,WV,810198,48989,751,25705,['Cabell County']
472,79905,TX,346088,16852,26,79905,['El Paso County']
473,85015,AZ,473553,40820,2277,85015,['Maricopa County']
474,60616,IL,675695,27009,189,60616,['Cook County']
475,32401,FL,202376,13704,163,32401,['Bay County']
476,92868,CA,991289,77035,2605,92868,['Orange County']
477,92882,CA,154183,8967,75,92882,['Riverside County']
478,54868,WI,225864,15431,420,54868,['Barron County']
479,48201,MI,840575,113883,5914,48201,['Wayne County']
480,47421,IN,452834,29715,340,47421,['Lawrence County']
481,6032,CT,196600,25924,1649,06032,['Hartford County']
482,47501,IN,159614,9916,125,47501,['Daviess County']
483,10604,NY,247794,21739,1329,10604,['Westchester County']
484,19120,PA,316958,19317,690,19120,['Philadelphia County']
485,1069,MA,77180,6160,36,01069,['Hampden County']
486,39201,MS,490,48,0,39201,['Hinds County']
487,90706,CA,1224049,70950,1808,90706,['Los Angeles County']
488,49242,MI,226662,14557,629,49242,['Hillsdale County']
489,85364,AZ,863399,59421,2350,85364,['Yuma County']
490,20769,MD,86001,4692,32,20769,"[""Prince George's County""]"
491,77598,TX,684514,57539,2454,77598,['Harris County']
492,32063,FL,86837,4117,0,32063,['Baker County']
493,34667,FL,693025,52129,2731,34667,['Pasco County']
494,8861,NJ,290948,12568,156,08861,['Middlesex County']
495,63136,MO,709379,36229,410,63136,['St. Louis County']
496,31537,GA,106879,8246,0,31537,['Charlton County']
497,15131,PA,251085,10830,48,15131,['Allegheny County']
498,77081,TX,129355,4378,0,77081,['Harris County']
499,92335,CA,1699647,155235,5948,92335,['San Bernardino County']
500,92201,CA,422042,25172,333,92201,['Riverside County']
501,48346,MI,360842,38867,2608,48346,['Oakland County']
